instant;dteday;season;yr;mnth;hr;holiday;weekday;workingday
15706;21.10.12;4;1;10;14;0;0;0
15707;21.10.12;4;1;10;15;0;0;0
15708;21.10.12;4;1;10;16;0;0;0
15709;21.10.12;4;1;10;17;0;0;0
15710;21.10.12;4;1;10;18;0;0;0
15711;21.10.12;4;1;10;19;0;0;0
15712;21.10.12;4;1;10;20;0;0;0
15713;21.10.12;4;1;10;21;0;0;0
15714;21.10.12;4;1;10;22;0;0;0
15715;21.10.12;4;1;10;23;0;0;0
15716;22.10.12;4;1;10;0;0;1;1
15717;22.10.12;4;1;10;1;0;1;1
15718;22.10.12;4;1;10;2;0;1;1
15719;22.10.12;4;1;10;3;0;1;1
15720;22.10.12;4;1;10;4;0;1;1
15721;22.10.12;4;1;10;5;0;1;1
15722;22.10.12;4;1;10;6;0;1;1
15723;22.10.12;4;1;10;7;0;1;1
15724;22.10.12;4;1;10;8;0;1;1
15725;22.10.12;4;1;10;9;0;1;1
15726;22.10.12;4;1;10;10;0;1;1
15727;22.10.12;4;1;10;11;0;1;1
15728;22.10.12;4;1;10;12;0;1;1
15729;22.10.12;4;1;10;13;0;1;1
15730;22.10.12;4;1;10;14;0;1;1
15731;22.10.12;4;1;10;15;0;1;1
15732;22.10.12;4;1;10;16;0;1;1
15733;22.10.12;4;1;10;17;0;1;1
15734;22.10.12;4;1;10;18;0;1;1
15735;22.10.12;4;1;10;19;0;1;1
15736;22.10.12;4;1;10;20;0;1;1
15737;22.10.12;4;1;10;21;0;1;1
15738;22.10.12;4;1;10;22;0;1;1
15739;22.10.12;4;1;10;23;0;1;1
15740;23.10.12;4;1;10;0;0;2;1
15741;23.10.12;4;1;10;1;0;2;1
15742;23.10.12;4;1;10;2;0;2;1
15743;23.10.12;4;1;10;3;0;2;1
15744;23.10.12;4;1;10;4;0;2;1
15745;23.10.12;4;1;10;5;0;2;1
15746;23.10.12;4;1;10;6;0;2;1
15747;23.10.12;4;1;10;7;0;2;1
15748;23.10.12;4;1;10;8;0;2;1
15749;23.10.12;4;1;10;9;0;2;1
15750;23.10.12;4;1;10;10;0;2;1
15751;23.10.12;4;1;10;11;0;2;1
15752;23.10.12;4;1;10;12;0;2;1
15753;23.10.12;4;1;10;13;0;2;1
15754;23.10.12;4;1;10;14;0;2;1
15755;23.10.12;4;1;10;15;0;2;1
15756;23.10.12;4;1;10;16;0;2;1
15757;23.10.12;4;1;10;17;0;2;1
15758;23.10.12;4;1;10;18;0;2;1
15759;23.10.12;4;1;10;19;0;2;1
15760;23.10.12;4;1;10;20;0;2;1
15761;23.10.12;4;1;10;21;0;2;1
15762;23.10.12;4;1;10;22;0;2;1
15763;23.10.12;4;1;10;23;0;2;1
15764;24.10.12;4;1;10;0;0;3;1
15765;24.10.12;4;1;10;1;0;3;1
15766;24.10.12;4;1;10;2;0;3;1
15767;24.10.12;4;1;10;3;0;3;1
15768;24.10.12;4;1;10;4;0;3;1
15769;24.10.12;4;1;10;5;0;3;1
15770;24.10.12;4;1;10;6;0;3;1
15771;24.10.12;4;1;10;7;0;3;1
15772;24.10.12;4;1;10;8;0;3;1
15773;24.10.12;4;1;10;9;0;3;1
15774;24.10.12;4;1;10;10;0;3;1
15775;24.10.12;4;1;10;11;0;3;1
15776;24.10.12;4;1;10;12;0;3;1
15777;24.10.12;4;1;10;13;0;3;1
15778;24.10.12;4;1;10;14;0;3;1
15779;24.10.12;4;1;10;15;0;3;1
15780;24.10.12;4;1;10;16;0;3;1
15781;24.10.12;4;1;10;17;0;3;1
15782;24.10.12;4;1;10;18;0;3;1
15783;24.10.12;4;1;10;19;0;3;1
15784;24.10.12;4;1;10;20;0;3;1
15785;24.10.12;4;1;10;21;0;3;1
15786;24.10.12;4;1;10;22;0;3;1
15787;24.10.12;4;1;10;23;0;3;1
15788;25.10.12;4;1;10;0;0;4;1
15789;25.10.12;4;1;10;1;0;4;1
15790;25.10.12;4;1;10;2;0;4;1
15791;25.10.12;4;1;10;3;0;4;1
15792;25.10.12;4;1;10;4;0;4;1
15793;25.10.12;4;1;10;5;0;4;1
15794;25.10.12;4;1;10;6;0;4;1
15795;25.10.12;4;1;10;7;0;4;1
15796;25.10.12;4;1;10;8;0;4;1
15797;25.10.12;4;1;10;9;0;4;1
15798;25.10.12;4;1;10;10;0;4;1
15799;25.10.12;4;1;10;11;0;4;1
15800;25.10.12;4;1;10;12;0;4;1
15801;25.10.12;4;1;10;13;0;4;1
15802;25.10.12;4;1;10;14;0;4;1
15803;25.10.12;4;1;10;15;0;4;1
15804;25.10.12;4;1;10;16;0;4;1
15805;25.10.12;4;1;10;17;0;4;1
15806;25.10.12;4;1;10;18;0;4;1
15807;25.10.12;4;1;10;19;0;4;1
15808;25.10.12;4;1;10;20;0;4;1
15809;25.10.12;4;1;10;21;0;4;1
15810;25.10.12;4;1;10;22;0;4;1
15811;25.10.12;4;1;10;23;0;4;1
15812;26.10.12;4;1;10;0;0;5;1
15813;26.10.12;4;1;10;1;0;5;1
15814;26.10.12;4;1;10;2;0;5;1
15815;26.10.12;4;1;10;3;0;5;1
15816;26.10.12;4;1;10;4;0;5;1
15817;26.10.12;4;1;10;5;0;5;1
15818;26.10.12;4;1;10;6;0;5;1
15819;26.10.12;4;1;10;7;0;5;1
15820;26.10.12;4;1;10;8;0;5;1
15821;26.10.12;4;1;10;9;0;5;1
15822;26.10.12;4;1;10;10;0;5;1
15823;26.10.12;4;1;10;11;0;5;1
15824;26.10.12;4;1;10;12;0;5;1
15825;26.10.12;4;1;10;13;0;5;1
15826;26.10.12;4;1;10;14;0;5;1
15827;26.10.12;4;1;10;15;0;5;1
15828;26.10.12;4;1;10;16;0;5;1
15829;26.10.12;4;1;10;17;0;5;1
15830;26.10.12;4;1;10;18;0;5;1
15831;26.10.12;4;1;10;19;0;5;1
15832;26.10.12;4;1;10;20;0;5;1
15833;26.10.12;4;1;10;21;0;5;1
15834;26.10.12;4;1;10;22;0;5;1
15835;26.10.12;4;1;10;23;0;5;1
15836;27.10.12;4;1;10;0;0;6;0
15837;27.10.12;4;1;10;1;0;6;0
15838;27.10.12;4;1;10;2;0;6;0
15839;27.10.12;4;1;10;3;0;6;0
15840;27.10.12;4;1;10;4;0;6;0
15841;27.10.12;4;1;10;5;0;6;0
15842;27.10.12;4;1;10;6;0;6;0
15843;27.10.12;4;1;10;7;0;6;0
15844;27.10.12;4;1;10;8;0;6;0
15845;27.10.12;4;1;10;9;0;6;0
15846;27.10.12;4;1;10;10;0;6;0
15847;27.10.12;4;1;10;11;0;6;0
15848;27.10.12;4;1;10;12;0;6;0
15849;27.10.12;4;1;10;13;0;6;0
15850;27.10.12;4;1;10;14;0;6;0
15851;27.10.12;4;1;10;15;0;6;0
15852;27.10.12;4;1;10;16;0;6;0
15853;27.10.12;4;1;10;17;0;6;0
15854;27.10.12;4;1;10;18;0;6;0
15855;27.10.12;4;1;10;19;0;6;0
15856;27.10.12;4;1;10;20;0;6;0
15857;27.10.12;4;1;10;21;0;6;0
15858;27.10.12;4;1;10;22;0;6;0
15859;27.10.12;4;1;10;23;0;6;0
15860;28.10.12;4;1;10;0;0;0;0
15861;28.10.12;4;1;10;1;0;0;0
15862;28.10.12;4;1;10;2;0;0;0
15863;28.10.12;4;1;10;3;0;0;0
15864;28.10.12;4;1;10;4;0;0;0
15865;28.10.12;4;1;10;5;0;0;0
15866;28.10.12;4;1;10;6;0;0;0
15867;28.10.12;4;1;10;7;0;0;0
15868;28.10.12;4;1;10;8;0;0;0
15869;28.10.12;4;1;10;9;0;0;0
15870;28.10.12;4;1;10;10;0;0;0
15871;28.10.12;4;1;10;11;0;0;0
15872;28.10.12;4;1;10;12;0;0;0
15873;28.10.12;4;1;10;13;0;0;0
15874;28.10.12;4;1;10;14;0;0;0
15875;28.10.12;4;1;10;15;0;0;0
15876;28.10.12;4;1;10;16;0;0;0
15877;28.10.12;4;1;10;17;0;0;0
15878;28.10.12;4;1;10;18;0;0;0
15879;28.10.12;4;1;10;19;0;0;0
15880;28.10.12;4;1;10;20;0;0;0
15881;28.10.12;4;1;10;21;0;0;0
15882;28.10.12;4;1;10;22;0;0;0
15883;28.10.12;4;1;10;23;0;0;0
15884;29.10.12;4;1;10;0;0;1;1
15885;30.10.12;4;1;10;13;0;2;1
15886;30.10.12;4;1;10;14;0;2;1
15887;30.10.12;4;1;10;15;0;2;1
15888;30.10.12;4;1;10;16;0;2;1
15889;30.10.12;4;1;10;17;0;2;1
15890;30.10.12;4;1;10;18;0;2;1
15891;30.10.12;4;1;10;19;0;2;1
15892;30.10.12;4;1;10;20;0;2;1
15893;30.10.12;4;1;10;21;0;2;1
15894;30.10.12;4;1;10;22;0;2;1
15895;30.10.12;4;1;10;23;0;2;1
15896;31.10.12;4;1;10;0;0;3;1
15897;31.10.12;4;1;10;1;0;3;1
15898;31.10.12;4;1;10;2;0;3;1
15899;31.10.12;4;1;10;3;0;3;1
15900;31.10.12;4;1;10;4;0;3;1
15901;31.10.12;4;1;10;5;0;3;1
15902;31.10.12;4;1;10;6;0;3;1
15903;31.10.12;4;1;10;7;0;3;1
15904;31.10.12;4;1;10;8;0;3;1
15905;31.10.12;4;1;10;9;0;3;1
15906;31.10.12;4;1;10;10;0;3;1
15907;31.10.12;4;1;10;11;0;3;1
15908;31.10.12;4;1;10;12;0;3;1
15909;31.10.12;4;1;10;13;0;3;1
15910;31.10.12;4;1;10;14;0;3;1
15911;31.10.12;4;1;10;15;0;3;1
15912;31.10.12;4;1;10;16;0;3;1
15913;31.10.12;4;1;10;17;0;3;1
15914;31.10.12;4;1;10;18;0;3;1
15915;31.10.12;4;1;10;19;0;3;1
15916;31.10.12;4;1;10;20;0;3;1
15917;31.10.12;4;1;10;21;0;3;1
15918;31.10.12;4;1;10;22;0;3;1
15919;31.10.12;4;1;10;23;0;3;1
15920;01.11.12;4;1;11;0;0;4;1
15921;01.11.12;4;1;11;1;0;4;1
15922;01.11.12;4;1;11;2;0;4;1
15923;01.11.12;4;1;11;3;0;4;1
15924;01.11.12;4;1;11;4;0;4;1
15925;01.11.12;4;1;11;5;0;4;1
15926;01.11.12;4;1;11;6;0;4;1
15927;01.11.12;4;1;11;7;0;4;1
15928;01.11.12;4;1;11;8;0;4;1
15929;01.11.12;4;1;11;9;0;4;1
15930;01.11.12;4;1;11;10;0;4;1
15931;01.11.12;4;1;11;11;0;4;1
15932;01.11.12;4;1;11;12;0;4;1
15933;01.11.12;4;1;11;13;0;4;1
15934;01.11.12;4;1;11;14;0;4;1
15935;01.11.12;4;1;11;15;0;4;1
15936;01.11.12;4;1;11;16;0;4;1
15937;01.11.12;4;1;11;17;0;4;1
15938;01.11.12;4;1;11;18;0;4;1
15939;01.11.12;4;1;11;19;0;4;1
15940;01.11.12;4;1;11;20;0;4;1
15941;01.11.12;4;1;11;21;0;4;1
15942;01.11.12;4;1;11;22;0;4;1
15943;01.11.12;4;1;11;23;0;4;1
15944;02.11.12;4;1;11;0;0;5;1
15945;02.11.12;4;1;11;1;0;5;1
15946;02.11.12;4;1;11;2;0;5;1
15947;02.11.12;4;1;11;3;0;5;1
15948;02.11.12;4;1;11;4;0;5;1
15949;02.11.12;4;1;11;5;0;5;1
15950;02.11.12;4;1;11;6;0;5;1
15951;02.11.12;4;1;11;7;0;5;1
15952;02.11.12;4;1;11;8;0;5;1
15953;02.11.12;4;1;11;9;0;5;1
15954;02.11.12;4;1;11;10;0;5;1
15955;02.11.12;4;1;11;11;0;5;1
15956;02.11.12;4;1;11;12;0;5;1
15957;02.11.12;4;1;11;13;0;5;1
15958;02.11.12;4;1;11;14;0;5;1
15959;02.11.12;4;1;11;15;0;5;1
15960;02.11.12;4;1;11;16;0;5;1
15961;02.11.12;4;1;11;17;0;5;1
15962;02.11.12;4;1;11;18;0;5;1
15963;02.11.12;4;1;11;19;0;5;1
15964;02.11.12;4;1;11;20;0;5;1
15965;02.11.12;4;1;11;21;0;5;1
15966;02.11.12;4;1;11;22;0;5;1
15967;02.11.12;4;1;11;23;0;5;1
15968;03.11.12;4;1;11;0;0;6;0
15969;03.11.12;4;1;11;1;0;6;0
15970;03.11.12;4;1;11;2;0;6;0
15971;03.11.12;4;1;11;3;0;6;0
15972;03.11.12;4;1;11;4;0;6;0
15973;03.11.12;4;1;11;5;0;6;0
15974;03.11.12;4;1;11;6;0;6;0
15975;03.11.12;4;1;11;7;0;6;0
15976;03.11.12;4;1;11;8;0;6;0
15977;03.11.12;4;1;11;9;0;6;0
15978;03.11.12;4;1;11;10;0;6;0
15979;03.11.12;4;1;11;11;0;6;0
15980;03.11.12;4;1;11;12;0;6;0
15981;03.11.12;4;1;11;13;0;6;0
15982;03.11.12;4;1;11;14;0;6;0
15983;03.11.12;4;1;11;15;0;6;0
15984;03.11.12;4;1;11;16;0;6;0
15985;03.11.12;4;1;11;17;0;6;0
15986;03.11.12;4;1;11;18;0;6;0
15987;03.11.12;4;1;11;19;0;6;0
15988;03.11.12;4;1;11;20;0;6;0
15989;03.11.12;4;1;11;21;0;6;0
15990;03.11.12;4;1;11;22;0;6;0
15991;03.11.12;4;1;11;23;0;6;0
15992;04.11.12;4;1;11;0;0;0;0
15993;04.11.12;4;1;11;1;0;0;0
15994;04.11.12;4;1;11;2;0;0;0
15995;04.11.12;4;1;11;3;0;0;0
15996;04.11.12;4;1;11;4;0;0;0
15997;04.11.12;4;1;11;5;0;0;0
15998;04.11.12;4;1;11;6;0;0;0
15999;04.11.12;4;1;11;7;0;0;0
16000;04.11.12;4;1;11;8;0;0;0
16001;04.11.12;4;1;11;9;0;0;0
16002;04.11.12;4;1;11;10;0;0;0
16003;04.11.12;4;1;11;11;0;0;0
16004;04.11.12;4;1;11;12;0;0;0
16005;04.11.12;4;1;11;13;0;0;0
16006;04.11.12;4;1;11;14;0;0;0
16007;04.11.12;4;1;11;15;0;0;0
16008;04.11.12;4;1;11;16;0;0;0
16009;04.11.12;4;1;11;17;0;0;0
16010;04.11.12;4;1;11;18;0;0;0
16011;04.11.12;4;1;11;19;0;0;0
16012;04.11.12;4;1;11;20;0;0;0
16013;04.11.12;4;1;11;21;0;0;0
16014;04.11.12;4;1;11;22;0;0;0
16015;04.11.12;4;1;11;23;0;0;0
16016;05.11.12;4;1;11;0;0;1;1
16017;05.11.12;4;1;11;1;0;1;1
16018;05.11.12;4;1;11;2;0;1;1
16019;05.11.12;4;1;11;3;0;1;1
16020;05.11.12;4;1;11;4;0;1;1
16021;05.11.12;4;1;11;5;0;1;1
16022;05.11.12;4;1;11;6;0;1;1
16023;05.11.12;4;1;11;7;0;1;1
16024;05.11.12;4;1;11;8;0;1;1
16025;05.11.12;4;1;11;9;0;1;1
16026;05.11.12;4;1;11;10;0;1;1
16027;05.11.12;4;1;11;11;0;1;1
16028;05.11.12;4;1;11;12;0;1;1
16029;05.11.12;4;1;11;13;0;1;1
16030;05.11.12;4;1;11;14;0;1;1
16031;05.11.12;4;1;11;15;0;1;1
16032;05.11.12;4;1;11;16;0;1;1
16033;05.11.12;4;1;11;17;0;1;1
16034;05.11.12;4;1;11;18;0;1;1
16035;05.11.12;4;1;11;19;0;1;1
16036;05.11.12;4;1;11;20;0;1;1
16037;05.11.12;4;1;11;21;0;1;1
16038;05.11.12;4;1;11;22;0;1;1
16039;05.11.12;4;1;11;23;0;1;1
16040;06.11.12;4;1;11;0;0;2;1
16041;06.11.12;4;1;11;1;0;2;1
16042;06.11.12;4;1;11;2;0;2;1
16043;06.11.12;4;1;11;3;0;2;1
16044;06.11.12;4;1;11;4;0;2;1
16045;06.11.12;4;1;11;5;0;2;1
16046;06.11.12;4;1;11;6;0;2;1
16047;06.11.12;4;1;11;7;0;2;1
16048;06.11.12;4;1;11;8;0;2;1
16049;06.11.12;4;1;11;9;0;2;1
16050;06.11.12;4;1;11;10;0;2;1
16051;06.11.12;4;1;11;11;0;2;1
16052;06.11.12;4;1;11;12;0;2;1
16053;06.11.12;4;1;11;13;0;2;1
16054;06.11.12;4;1;11;14;0;2;1
16055;06.11.12;4;1;11;15;0;2;1
16056;06.11.12;4;1;11;16;0;2;1
16057;06.11.12;4;1;11;17;0;2;1
16058;06.11.12;4;1;11;18;0;2;1
16059;06.11.12;4;1;11;19;0;2;1
16060;06.11.12;4;1;11;20;0;2;1
16061;06.11.12;4;1;11;21;0;2;1
16062;06.11.12;4;1;11;22;0;2;1
16063;06.11.12;4;1;11;23;0;2;1
16064;07.11.12;4;1;11;0;0;3;1
16065;07.11.12;4;1;11;1;0;3;1
16066;07.11.12;4;1;11;2;0;3;1
16067;07.11.12;4;1;11;3;0;3;1
16068;07.11.12;4;1;11;4;0;3;1
16069;07.11.12;4;1;11;5;0;3;1
16070;07.11.12;4;1;11;6;0;3;1
16071;07.11.12;4;1;11;7;0;3;1
16072;07.11.12;4;1;11;8;0;3;1
16073;07.11.12;4;1;11;9;0;3;1
16074;07.11.12;4;1;11;10;0;3;1
16075;07.11.12;4;1;11;11;0;3;1
16076;07.11.12;4;1;11;12;0;3;1
16077;07.11.12;4;1;11;13;0;3;1
16078;07.11.12;4;1;11;14;0;3;1
16079;07.11.12;4;1;11;15;0;3;1
16080;07.11.12;4;1;11;16;0;3;1
16081;07.11.12;4;1;11;17;0;3;1
16082;07.11.12;4;1;11;18;0;3;1
16083;07.11.12;4;1;11;19;0;3;1
16084;07.11.12;4;1;11;20;0;3;1
16085;07.11.12;4;1;11;21;0;3;1
16086;07.11.12;4;1;11;22;0;3;1
16087;07.11.12;4;1;11;23;0;3;1
16088;08.11.12;4;1;11;0;0;4;1
16089;08.11.12;4;1;11;1;0;4;1
16090;08.11.12;4;1;11;2;0;4;1
16091;08.11.12;4;1;11;4;0;4;1
16092;08.11.12;4;1;11;5;0;4;1
16093;08.11.12;4;1;11;6;0;4;1
16094;08.11.12;4;1;11;7;0;4;1
16095;08.11.12;4;1;11;8;0;4;1
16096;08.11.12;4;1;11;9;0;4;1
16097;08.11.12;4;1;11;10;0;4;1
16098;08.11.12;4;1;11;11;0;4;1
16099;08.11.12;4;1;11;12;0;4;1
16100;08.11.12;4;1;11;13;0;4;1
16101;08.11.12;4;1;11;14;0;4;1
16102;08.11.12;4;1;11;15;0;4;1
16103;08.11.12;4;1;11;16;0;4;1
16104;08.11.12;4;1;11;17;0;4;1
16105;08.11.12;4;1;11;18;0;4;1
16106;08.11.12;4;1;11;19;0;4;1
16107;08.11.12;4;1;11;20;0;4;1
16108;08.11.12;4;1;11;21;0;4;1
16109;08.11.12;4;1;11;22;0;4;1
16110;08.11.12;4;1;11;23;0;4;1
16111;09.11.12;4;1;11;0;0;5;1
16112;09.11.12;4;1;11;1;0;5;1
16113;09.11.12;4;1;11;2;0;5;1
16114;09.11.12;4;1;11;3;0;5;1
16115;09.11.12;4;1;11;4;0;5;1
16116;09.11.12;4;1;11;5;0;5;1
16117;09.11.12;4;1;11;6;0;5;1
16118;09.11.12;4;1;11;7;0;5;1
16119;09.11.12;4;1;11;8;0;5;1
16120;09.11.12;4;1;11;9;0;5;1
16121;09.11.12;4;1;11;10;0;5;1
16122;09.11.12;4;1;11;11;0;5;1
16123;09.11.12;4;1;11;12;0;5;1
16124;09.11.12;4;1;11;13;0;5;1
16125;09.11.12;4;1;11;14;0;5;1
16126;09.11.12;4;1;11;15;0;5;1
16127;09.11.12;4;1;11;16;0;5;1
16128;09.11.12;4;1;11;17;0;5;1
16129;09.11.12;4;1;11;18;0;5;1
16130;09.11.12;4;1;11;19;0;5;1
16131;09.11.12;4;1;11;20;0;5;1
16132;09.11.12;4;1;11;21;0;5;1
16133;09.11.12;4;1;11;22;0;5;1
16134;09.11.12;4;1;11;23;0;5;1
16135;10.11.12;4;1;11;0;0;6;0
16136;10.11.12;4;1;11;1;0;6;0
16137;10.11.12;4;1;11;2;0;6;0
16138;10.11.12;4;1;11;3;0;6;0
16139;10.11.12;4;1;11;4;0;6;0
16140;10.11.12;4;1;11;5;0;6;0
16141;10.11.12;4;1;11;6;0;6;0
16142;10.11.12;4;1;11;7;0;6;0
16143;10.11.12;4;1;11;8;0;6;0
16144;10.11.12;4;1;11;9;0;6;0
16145;10.11.12;4;1;11;10;0;6;0
16146;10.11.12;4;1;11;11;0;6;0
16147;10.11.12;4;1;11;12;0;6;0
16148;10.11.12;4;1;11;13;0;6;0
16149;10.11.12;4;1;11;14;0;6;0
16150;10.11.12;4;1;11;15;0;6;0
16151;10.11.12;4;1;11;16;0;6;0
16152;10.11.12;4;1;11;17;0;6;0
16153;10.11.12;4;1;11;18;0;6;0
16154;10.11.12;4;1;11;19;0;6;0
16155;10.11.12;4;1;11;20;0;6;0
16156;10.11.12;4;1;11;21;0;6;0
16157;10.11.12;4;1;11;22;0;6;0
16158;10.11.12;4;1;11;23;0;6;0
16159;11.11.12;4;1;11;0;0;0;0
16160;11.11.12;4;1;11;1;0;0;0
16161;11.11.12;4;1;11;2;0;0;0
16162;11.11.12;4;1;11;3;0;0;0
16163;11.11.12;4;1;11;4;0;0;0
16164;11.11.12;4;1;11;5;0;0;0
16165;11.11.12;4;1;11;6;0;0;0
16166;11.11.12;4;1;11;7;0;0;0
16167;11.11.12;4;1;11;8;0;0;0
16168;11.11.12;4;1;11;9;0;0;0
16169;11.11.12;4;1;11;10;0;0;0
16170;11.11.12;4;1;11;11;0;0;0
16171;11.11.12;4;1;11;12;0;0;0
16172;11.11.12;4;1;11;13;0;0;0
16173;11.11.12;4;1;11;14;0;0;0
16174;11.11.12;4;1;11;15;0;0;0
16175;11.11.12;4;1;11;16;0;0;0
16176;11.11.12;4;1;11;17;0;0;0
16177;11.11.12;4;1;11;18;0;0;0
16178;11.11.12;4;1;11;19;0;0;0
16179;11.11.12;4;1;11;20;0;0;0
16180;11.11.12;4;1;11;21;0;0;0
16181;11.11.12;4;1;11;22;0;0;0
16182;11.11.12;4;1;11;23;0;0;0
16183;12.11.12;4;1;11;0;1;1;0
16184;12.11.12;4;1;11;1;1;1;0
16185;12.11.12;4;1;11;2;1;1;0
16186;12.11.12;4;1;11;3;1;1;0
16187;12.11.12;4;1;11;4;1;1;0
16188;12.11.12;4;1;11;5;1;1;0
16189;12.11.12;4;1;11;6;1;1;0
16190;12.11.12;4;1;11;7;1;1;0
16191;12.11.12;4;1;11;8;1;1;0
16192;12.11.12;4;1;11;9;1;1;0
16193;12.11.12;4;1;11;10;1;1;0
16194;12.11.12;4;1;11;11;1;1;0
16195;12.11.12;4;1;11;12;1;1;0
16196;12.11.12;4;1;11;13;1;1;0
16197;12.11.12;4;1;11;14;1;1;0
16198;12.11.12;4;1;11;15;1;1;0
16199;12.11.12;4;1;11;16;1;1;0
16200;12.11.12;4;1;11;17;1;1;0
16201;12.11.12;4;1;11;18;1;1;0
16202;12.11.12;4;1;11;19;1;1;0
16203;12.11.12;4;1;11;20;1;1;0
16204;12.11.12;4;1;11;21;1;1;0
16205;12.11.12;4;1;11;22;1;1;0
16206;12.11.12;4;1;11;23;1;1;0
16207;13.11.12;4;1;11;0;0;2;1
16208;13.11.12;4;1;11;1;0;2;1
16209;13.11.12;4;1;11;2;0;2;1
16210;13.11.12;4;1;11;3;0;2;1
16211;13.11.12;4;1;11;4;0;2;1
16212;13.11.12;4;1;11;5;0;2;1
16213;13.11.12;4;1;11;6;0;2;1
16214;13.11.12;4;1;11;7;0;2;1
16215;13.11.12;4;1;11;8;0;2;1
16216;13.11.12;4;1;11;9;0;2;1
16217;13.11.12;4;1;11;10;0;2;1
16218;13.11.12;4;1;11;11;0;2;1
16219;13.11.12;4;1;11;12;0;2;1
16220;13.11.12;4;1;11;13;0;2;1
16221;13.11.12;4;1;11;14;0;2;1
16222;13.11.12;4;1;11;15;0;2;1
16223;13.11.12;4;1;11;16;0;2;1
16224;13.11.12;4;1;11;17;0;2;1
16225;13.11.12;4;1;11;18;0;2;1
16226;13.11.12;4;1;11;19;0;2;1
16227;13.11.12;4;1;11;20;0;2;1
16228;13.11.12;4;1;11;21;0;2;1
16229;13.11.12;4;1;11;22;0;2;1
16230;13.11.12;4;1;11;23;0;2;1
16231;14.11.12;4;1;11;0;0;3;1
16232;14.11.12;4;1;11;1;0;3;1
16233;14.11.12;4;1;11;2;0;3;1
16234;14.11.12;4;1;11;3;0;3;1
16235;14.11.12;4;1;11;4;0;3;1
16236;14.11.12;4;1;11;5;0;3;1
16237;14.11.12;4;1;11;6;0;3;1
16238;14.11.12;4;1;11;7;0;3;1
16239;14.11.12;4;1;11;8;0;3;1
16240;14.11.12;4;1;11;9;0;3;1
16241;14.11.12;4;1;11;10;0;3;1
16242;14.11.12;4;1;11;11;0;3;1
16243;14.11.12;4;1;11;12;0;3;1
16244;14.11.12;4;1;11;13;0;3;1
16245;14.11.12;4;1;11;14;0;3;1
16246;14.11.12;4;1;11;15;0;3;1
16247;14.11.12;4;1;11;16;0;3;1
16248;14.11.12;4;1;11;17;0;3;1
16249;14.11.12;4;1;11;18;0;3;1
16250;14.11.12;4;1;11;19;0;3;1
16251;14.11.12;4;1;11;20;0;3;1
16252;14.11.12;4;1;11;21;0;3;1
16253;14.11.12;4;1;11;22;0;3;1
16254;14.11.12;4;1;11;23;0;3;1
16255;15.11.12;4;1;11;0;0;4;1
16256;15.11.12;4;1;11;1;0;4;1
16257;15.11.12;4;1;11;2;0;4;1
16258;15.11.12;4;1;11;3;0;4;1
16259;15.11.12;4;1;11;4;0;4;1
16260;15.11.12;4;1;11;5;0;4;1
16261;15.11.12;4;1;11;6;0;4;1
16262;15.11.12;4;1;11;7;0;4;1
16263;15.11.12;4;1;11;8;0;4;1
16264;15.11.12;4;1;11;9;0;4;1
16265;15.11.12;4;1;11;10;0;4;1
16266;15.11.12;4;1;11;11;0;4;1
16267;15.11.12;4;1;11;12;0;4;1
16268;15.11.12;4;1;11;13;0;4;1
16269;15.11.12;4;1;11;14;0;4;1
16270;15.11.12;4;1;11;15;0;4;1
16271;15.11.12;4;1;11;16;0;4;1
16272;15.11.12;4;1;11;17;0;4;1
16273;15.11.12;4;1;11;18;0;4;1
16274;15.11.12;4;1;11;19;0;4;1
16275;15.11.12;4;1;11;20;0;4;1
16276;15.11.12;4;1;11;21;0;4;1
16277;15.11.12;4;1;11;22;0;4;1
16278;15.11.12;4;1;11;23;0;4;1
16279;16.11.12;4;1;11;0;0;5;1
16280;16.11.12;4;1;11;1;0;5;1
16281;16.11.12;4;1;11;2;0;5;1
16282;16.11.12;4;1;11;3;0;5;1
16283;16.11.12;4;1;11;4;0;5;1
16284;16.11.12;4;1;11;5;0;5;1
16285;16.11.12;4;1;11;6;0;5;1
16286;16.11.12;4;1;11;7;0;5;1
16287;16.11.12;4;1;11;8;0;5;1
16288;16.11.12;4;1;11;9;0;5;1
16289;16.11.12;4;1;11;10;0;5;1
16290;16.11.12;4;1;11;11;0;5;1
16291;16.11.12;4;1;11;12;0;5;1
16292;16.11.12;4;1;11;13;0;5;1
16293;16.11.12;4;1;11;14;0;5;1
16294;16.11.12;4;1;11;15;0;5;1
16295;16.11.12;4;1;11;16;0;5;1
16296;16.11.12;4;1;11;17;0;5;1
16297;16.11.12;4;1;11;18;0;5;1
16298;16.11.12;4;1;11;19;0;5;1
16299;16.11.12;4;1;11;20;0;5;1
16300;16.11.12;4;1;11;21;0;5;1
16301;16.11.12;4;1;11;22;0;5;1
16302;16.11.12;4;1;11;23;0;5;1
16303;17.11.12;4;1;11;0;0;6;0
16304;17.11.12;4;1;11;1;0;6;0
16305;17.11.12;4;1;11;2;0;6;0
16306;17.11.12;4;1;11;3;0;6;0
16307;17.11.12;4;1;11;4;0;6;0
16308;17.11.12;4;1;11;5;0;6;0
16309;17.11.12;4;1;11;6;0;6;0
16310;17.11.12;4;1;11;7;0;6;0
16311;17.11.12;4;1;11;8;0;6;0
16312;17.11.12;4;1;11;9;0;6;0
